-1.853193e-07	1.96005e-07	-2.057196e-07	2.146065e-07	-2.227976e-07	2.331036e-07	1.904411e-07	2.303731e-05	0.0005149193	0.005738575	0.03550436	0.1348208	0.3431427	0.6354852	0.9260662	1.140785	1.259109	1.295261	1.269872	1.200299	1.101094	0.9848412	0.8619282	0.7402657	0.6253566	0.5206191	0.4278112	0.3474566	0.2792257	0.2222467	0.1753493
-2.516343e-07	2.774949e-07	-3.026459e-07	3.269929e-07	-3.503081e-07	3.781239e-07	4.655119e-07	4.296739e-05	0.0008994291	0.009424862	0.05511367	0.1988807	0.48381	0.8617943	1.21608	1.460213	1.57978	1.599397	1.54724	1.445568	1.31244	1.162983	1.009257	0.8601185	0.7214552	0.5966892	0.4873408	0.3935643	0.3146058	0.2491653	0.1956713
-2.879105e-07	3.340017e-07	-3.801037e-07	4.256523e-07	-4.697432e-07	5.238741e-07	1.147676e-06	7.894696e-05	0.001549503	0.01526802	0.08441372	0.2895983	0.6737408	1.155126	1.579674	1.850473	1.963886	1.957995	1.869932	1.727567	1.552869	1.36369	1.173787	0.9928769	0.8270988	0.6797267	0.551894	0.4432525	0.3525093	0.2778432	0.2172067
-2.523868e-07	3.208568e-07	-3.906212e-07	4.60361e-07	-5.281265e-07	6.184463e-07	2.660405e-06	0.0001429826	0.00263222	0.02439312	0.1275548	0.4162319	0.9266383	1.530301	2.029846	2.321741	2.418977	2.37645	2.241642	2.048697	1.823841	1.587774	1.355901	1.138656	0.9422466	0.7696099	0.6213159	0.4963616	0.3927877	0.3081503	0.2398458
-9.238777e-08	1.791417e-07	-2.690215e-07	3.596825e-07	-4.478052e-07	5.858082e-07	5.761419e-06	0.0002553357	0.004408274	0.03843005	0.190137	0.590446	1.258666	2.003747	2.580218	2.884169	2.952247	2.859649	2.66551	2.410823	2.126341	1.835642	1.555649	1.297306	1.066653	0.8660619	0.6953356	0.5526464	0.4352301	0.3399117	0.2634476
2.460702e-07	-1.551815e-07	5.899246e-08	3.899434e-08	-1.339716e-07	3.365124e-07	1.176723e-05	0.0004496159	0.007276953	0.05969499	0.2795635	0.8266137	1.688415	2.593144	3.24456	3.547446	3.570167	3.411681	3.1439	2.815116	2.46076	2.107213	1.772697	1.468381	1.199847	0.9686361	0.7735576	0.6117719	0.4795614	0.3729069	0.2878388
8.008436e-07	-7.333058e-07	6.583891e-07	-5.805602e-07	5.058183e-07	-2.054799e-07	2.292254e-05	0.0007805779	0.0118383	0.09141432	0.4054134	1.142028	2.23668	3.31687	4.036191	4.32028	4.278079	4.035528	3.678173	3.261882	2.82678	2.401844	2.006273	1.651102	1.34111	1.076706	0.8554565	0.6733099	0.5254408	0.4068698	0.3128146
1.568852e-06	-1.566704e-06	1.55585e-06	-1.54097e-06	1.528365e-06	-1.055229e-06	4.300692e-05	0.001335761	0.01897652	0.1379901	0.5798051	1.556963	2.926002	4.193256	4.967245	5.209813	5.079754	4.732737	4.268455	3.750412	3.223272	2.718263	2.25513	1.844336	1.489464	1.189459	0.9403749	0.7367397	0.5724635	0.4414899	0.3381405
2.477257e-06	-2.594368e-06	2.702965e-06	-2.806401e-06	2.909799e-06	-2.096272e-06	7.832179e-05	0.002252415	0.02996849	0.2053001	0.8177045	2.094526	3.779928	5.239627	6.047845	6.221001	5.976944	5.50311	4.913421	4.278837	3.648209	3.054518	2.517518	2.046584	1.643671	1.305897	1.027525	0.8014507	0.6201634	0.4764158	0.3635543
3.357561e-06	-3.651208e-06	3.938714e-06	-4.219667e-06	4.496347e-06	-2.988311e-06	0.000139269	0.003741422	0.04661996	0.3010162	1.137124	2.780225	4.821975	6.471165	7.285193	7.355975	6.968944	6.344404	5.61011	4.844013	4.098598	3.407943	2.791165	2.255976	1.80223	1.424839	1.115996	0.866749	0.6680188	0.5112591	0.3887704
